"","TARGET","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN"
"2711","0","M",1036687.84,"SAL","31-35",232,7,"SA",104,2,1,0,0,0,0,1,"0",0,0,90370,0,0,"0",0,0,0,0,0,0,90370,0,0
"2712","0","M",24012.87,"SAL","41-45",344,6,"SA",181,14,8,1,1,1,0,5,"0",7300,550980,277290,167552,0,"0",0,0,0,0,7300,550980,55458,167552,0
"2713","0","F",295393.16,"PROF","46-50",242,17,"CA",184,13,16,4,2,0,1,9,"0",38200,585920,181820,0,164571,"0",0,0,0,0,19100,146480,20202.22,0,164571
"2714","0","M",6188.46,"PROF","31-35",138,19,"CA",162,26,1,0,1,0,0,0,"1",13700,0,0,0,0,"0",0,0,0,0,13700,0,0,0,0
"2715","0","M",358348.6,"SELF-EMP","31-35",693,31,"CA",150,12,4,3,0,1,0,0,"0",0,115890,0,905103,0,"0",0,0,0,0,0,38630,0,905103,0
"2716","0","F",1422738.82,"PROF","31-35",916,25,"SA",158,0,4,2,0,0,2,0,"0",0,102170,0,0,43089,"0",0,0,0,0,0,51085,0,0,21544.5
"2717","0","F",18846.19,"SAL","36-40",685,25,"SA",60,10,1,1,0,0,0,0,"0",0,783320,0,0,0,"0",0,0,0,0,0,783320,0,0,0
"2718","0","M",128935.19,"SAL","31-35",805,1,"SA",81,5,4,2,0,0,0,2,"1",0,954570,69080,0,0,"0",0,0,0,0,0,477285,34540,0,0
"2719","0","M",48708.75,"SAL","36-40",195,8,"SA",30,15,8,1,1,1,0,5,"1",16200,710400,707310,682325,0,"0",0,0,0,0,16200,710400,141462,682325,0
"2720","0","F",4394.84,"SENP","46-50",950,21,"CA",130,1,2,2,0,0,0,0,"1",0,126300,0,0,0,"0",0,0,0,0,0,63150,0,0,0
"2721","0","M",77099.24,"SAL","46-50",713,27,"SA",157,14,4,0,2,1,0,1,"0",47400,0,17240,337868,0,"0",0,0,0,0,23700,0,17240,337868,0
"2722","0","M",941746.14,"PROF","31-35",180,12,"CA",61,42,17,9,2,0,1,5,"1",7400,54550,65330,0,195176,"0",0,0,0,0,3700,6061.11,13066,0,195176
"2723","0","F",2006848.36,"SAL","41-45",256,22,"SA",103,2,2,0,2,0,0,0,"0",22000,0,0,0,0,"0",0,0,0,0,11000,0,0,0,0
"2724","0","M",60942.19,"PROF","31-35",315,6,"SA",131,14,7,2,1,0,0,4,"1",7300,759440,92160,0,0,"0",0,0,0,0,7300,379720,23040,0,0
"2725","0","F",52907.13,"SENP",">50",344,10,"SA",92,0,0,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2726","0","F",3396094.44,"SENP","<25",137,29,"SA",210,8,1,0,1,0,0,0,"1",9700,0,0,0,0,"0",0,0,0,0,9700,0,0,0,0
"2727","1","M",627816.65,"SENP","31-35",133,8,"SA",148,7,5,1,1,1,0,2,"0",10300,453390,60550,870487,0,"0",0,0,0,0,10300,453390,30275,870487,0
"2728","0","M",120687.42,"SENP","31-35",368,25,"SA",93,7,1,1,0,0,0,0,"0",0,393810,0,0,0,"0",0,0,0,0,0,393810,0,0,0
"2729","0","M",238027.84,"SELF-EMP","<25",270,26,"SA",159,10,4,1,1,1,1,0,"0",11500,635930,0,532684,119046,"0",0,0,0,0,11500,635930,0,532684,119046
"2730","1","M",444808.76,"PROF",">50",226,11,"SA",210,7,7,1,1,1,0,4,"1",15300,555580,79010,203264,0,"1",0,0,0,1,15300,555580,19752.5,203264,0
"2731","0","M",168456.34,"SENP","26-30",573,7,"SA",185,11,10,1,1,0,1,7,"0",17000,242090,816070,0,185726,"0",0,0,0,0,17000,242090,116581.43,0,185726
"2732","1","F",3543653.68,"SENP","26-30",775,25,"CA",160,34,2,0,0,1,1,0,"0",0,0,0,237591,55029,"0",0,0,0,0,0,0,0,237591,55029
"2733","0","M",93209.2,"PROF","26-30",214,9,"CA",103,58,23,8,3,7,1,4,"0",72300,600720,449290,415987,164050,"0",0,0,0,0,24100,75090,112322.5,59426.71,164050
"2734","0","M",45846.25,"SELF-EMP","41-45",155,21,"CA",69,34,4,3,1,0,0,0,"0",9300,46810,0,0,0,"0",0,0,0,0,9300,15603.33,0,0,0
"2735","1","M",102892.62,"PROF","46-50",372,16,"SA",209,5,6,1,1,0,0,4,"1",11600,577350,37450,0,0,"0",0,0,0,0,11600,577350,9362.5,0,0
"2736","0","M",63006.38,"SENP","41-45",845,9,"SA",116,9,5,0,1,0,0,4,"0",14800,0,53270,0,0,"0",0,0,0,0,14800,0,13317.5,0,0
"2737","1","F",104160.15,"SENP","46-50",297,4,"CA",62,35,21,0,2,6,1,12,"0",14000,0,2175660,343853,45001,"0",0,0,0,0,7000,0,181305,57308.83,45001
"2738","0","M",15719.78,"SAL","31-35",162,6,"CA",159,16,21,11,2,6,1,1,"0",41600,847620,66750,717610,6399,"0",0,0,0,0,20800,77056.36,66750,119601.67,6399
"2739","1","M",4799.91,"SAL","31-35",851,8,"SA",128,10,5,1,1,1,0,2,"0",800,450220,58230,223212,0,"0",0,0,0,0,800,450220,29115,223212,0
"2740","0","F",118094.33,"PROF","<25",887,8,"SA",192,12,6,1,1,0,0,4,"0",8900,992910,54980,0,0,"0",0,0,0,0,8900,992910,13745,0,0
"2741","0","F",398610.35,"SELF-EMP","<25",422,27,"SA",148,2,1,1,0,0,0,0,"0",0,789000,0,0,0,"0",0,0,0,0,0,789000,0,0,0
"2742","0","M",58086.81,"SELF-EMP",">50",384,3,"SA",212,2,2,1,0,0,0,1,"0",0,99090,0,0,0,"0",0,0,0,0,0,99090,0,0,0
"2743","1","F",1237794.16,"SENP","31-35",169,29,"SA",141,14,4,3,1,0,0,0,"1",0,155350,0,0,0,"0",0,0,0,0,0,51783.33,0,0,0
"2744","1","M",525565.96,"PROF","41-45",499,2,"SA",110,16,14,4,2,3,1,4,"0",16400,666940,68150,712259,171506,"0",0,0,0,0,8200,166735,17037.5,237419.67,171506
"2745","0","M",2805416.16,"SENP","26-30",550,2,"SA",205,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2746","0","M",1823783.52,"PROF",">50",953,1,"SA",47,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2747","0","F",68470.34,"PROF","41-45",740,18,"SA",146,11,10,5,1,0,1,3,"1",9900,130820,0,0,91725,"0",0,0,0,0,9900,26164,0,0,91725
"2748","0","M",45463.76,"SAL","36-40",657,11,"SA",207,6,5,0,1,0,0,4,"0",10700,0,10470,0,0,"0",0,0,0,0,10700,0,2617.5,0,0
"2749","0","F",299716.16,"SENP","36-40",530,3,"CA",125,19,25,10,3,8,2,2,"0",33000,899200,83980,733182,178354,"0",0,0,0,0,11000,89920,41990,91647.75,89177
"2750","0","M",895645.1,"SENP","<25",173,15,"SA",38,10,5,0,1,0,0,4,"0",4300,0,14490,0,0,"0",0,0,0,0,4300,0,3622.5,0,0
"2751","0","F",1144152.33,"SENP","36-40",288,30,"CA",77,0,3,0,3,0,0,0,"0",19500,0,0,0,0,"0",0,0,0,0,6500,0,0,0,0
"2752","1","M",644053.34,"PROF","36-40",295,1,"SA",182,18,14,4,2,3,1,4,"1",15200,447680,14640,269294,132946,"0",0,0,0,0,7600,111920,3660,89764.67,132946
"2753","0","M",2582.13,"SAL",">50",423,8,"CA",217,38,15,3,2,4,1,5,"1",9800,965530,808110,851192,197705,"0",0,0,0,0,4900,321843.33,161622,212798,197705
"2754","0","M",17454.35,"SAL","41-45",516,1,"SA",206,5,6,2,1,1,0,2,"0",6600,31120,89620,637612,0,"0",0,0,0,0,6600,15560,44810,637612,0
"2755","0","M",187673.06,"SAL","46-50",856,25,"SA",197,11,2,0,0,2,0,0,"0",0,0,0,773535,0,"0",0,0,0,0,0,0,0,386767.5,0
"2756","1","F",76897.09,"PROF","36-40",198,27,"SA",123,10,2,1,1,0,0,0,"1",8800,427240,0,0,0,"0",0,0,0,0,8800,427240,0,0,0
"2757","0","F",321857.71,"PROF","<25",530,15,"SA",167,2,2,1,0,0,0,1,"0",0,411200,0,0,0,"0",0,0,0,1,0,411200,0,0,0
"2758","0","M",1157678.64,"SAL","41-45",638,17,"SA",151,2,2,0,0,0,0,2,"0",0,0,39070,0,0,"0",0,0,0,0,0,0,19535,0,0
"2759","0","F",838830.24,"SAL","26-30",109,19,"SA",217,0,0,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2760","0","O",241914.31,"PROF","36-40",160,28,"CA",95,46,4,4,0,0,0,0,"0",0,707280,0,0,0,"0",0,0,0,0,0,176820,0,0,0
"2761","0","F",101963.5,"SELF-EMP","36-40",550,22,"SA",108,0,4,2,0,1,1,0,"0",0,646680,0,528949,72647,"0",0,0,0,0,0,323340,0,528949,72647
"2762","0","O",63022.38,"SAL","46-50",333,19,"CA",167,7,7,3,1,1,0,2,"0",17500,725170,54080,244371,0,"1",0,0,0,0,17500,241723.33,27040,244371,0
"2763","0","F",695394.74,"SENP","<25",643,1,"SA",92,11,6,0,1,1,0,4,"0",5400,0,44120,913381,0,"0",0,0,0,0,5400,0,11030,913381,0
"2764","0","M",169698.19,"SAL","<25",456,8,"SA",31,18,14,7,2,4,1,0,"0",41900,352770,0,261886,126177,"0",0,0,0,0,20950,50395.71,0,65471.5,126177
"2765","0","M",180684.38,"PROF","36-40",870,4,"SA",204,14,6,2,1,1,0,2,"1",2000,805900,24930,498930,0,"0",0,0,0,0,2000,402950,12465,498930,0
"2766","0","M",68330.63,"SAL","26-30",308,10,"SA",194,6,6,2,1,1,0,2,"0",1900,144650,38970,999388,0,"0",0,0,0,0,1900,72325,19485,999388,0
"2767","1","M",304668.88,"SENP","41-45",269,10,"SA",191,4,3,1,0,0,0,2,"0",0,460780,74550,0,0,"1",0,0,1,0,0,460780,37275,0,0
"2768","0","M",543709.65,"SENP","31-35",227,3,"SA",52,13,7,3,1,1,0,2,"0",18000,372960,18080,842140,0,"1",0,0,0,1,18000,124320,9040,842140,0
"2769","0","F",207091.37,"PROF","46-50",239,28,"SA",66,6,4,2,1,0,1,0,"0",7500,770810,0,0,37522,"0",0,0,0,0,7500,385405,0,0,37522
"2770","0","M",1264805.14,"SELF-EMP","36-40",586,15,"SA",54,7,5,2,1,1,0,1,"0",17700,865870,0,383,0,"0",0,0,0,0,17700,432935,0,383,0
"2771","0","M",302646.26,"PROF","46-50",202,12,"SA",96,10,5,0,1,0,0,4,"0",16900,0,45170,0,0,"0",0,0,0,0,16900,0,11292.5,0,0
"2772","0","M",1002330.71,"SAL",">50",155,11,"CA",213,58,23,2,3,7,1,10,"0",62300,625570,865910,41285,65064,"0",0,0,0,0,20766.67,312785,86591,5897.86,65064
"2773","1","M",372552.02,"PROF","36-40",579,28,"SA",163,4,2,2,0,0,0,0,"0",0,886830,0,0,0,"0",0,0,0,0,0,443415,0,0,0
"2774","0","M",959469.48,"SAL","41-45",365,7,"SA",219,11,5,1,1,1,0,2,"0",16300,558480,12080,652388,0,"0",0,0,0,0,16300,558480,6040,652388,0
"2775","1","M",1143880.56,"PROF","<25",229,14,"SA",128,2,2,1,0,0,0,1,"0",0,101010,0,0,0,"0",0,0,0,1,0,101010,0,0,0
"2776","0","M",155903.9,"SENP","31-35",189,9,"SA",189,6,5,1,1,1,0,2,"0",5300,241820,47930,858709,0,"0",0,0,0,0,5300,241820,23965,858709,0
"2777","0","M",1413910.77,"SELF-EMP","36-40",428,20,"SA",123,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2778","0","M",809232.37,"SENP","<25",213,16,"CA",92,12,14,7,2,4,1,0,"0",49700,779210,0,201879,51112,"0",0,0,0,0,24850,111315.71,0,50469.75,51112
"2779","0","M",62290.74,"SAL",">50",872,18,"SA",203,5,6,1,1,0,0,4,"1",3200,468020,12670,0,0,"0",0,0,0,0,3200,468020,3167.5,0,0
"2780","0","M",674376.69,"SENP","41-45",527,27,"CA",180,24,2,1,0,1,0,0,"0",0,980590,0,625187,0,"0",0,0,0,0,0,980590,0,625187,0
"2781","0","M",1018805.31,"SENP","41-45",847,4,"SA",83,0,0,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2782","0","M",1462145.48,"SENP","41-45",548,15,"SA",100,8,6,1,1,0,0,4,"0",15400,705330,87510,0,0,"0",0,0,0,0,15400,705330,21877.5,0,0
"2783","0","F",7674.23,"SENP","31-35",315,22,"CA",115,5,4,2,2,0,0,0,"0",17600,397640,0,0,0,"0",0,0,0,0,8800,198820,0,0,0
"2784","0","M",2898688.68,"SELF-EMP","26-30",583,14,"SA",153,12,6,1,1,0,0,4,"1",11900,28700,80030,0,0,"1",0,0,0,0,11900,28700,20007.5,0,0
"2785","1","M",111845.06,"SAL","26-30",126,30,"SA",145,18,3,1,1,1,0,0,"1",9400,817430,0,482217,0,"0",0,0,0,0,9400,817430,0,482217,0
"2786","1","M",851659.49,"SAL","26-30",319,18,"CA",154,53,21,1,2,6,1,11,"0",32100,894590,3007830,384949,166323,"1",0,0,0,0,16050,894590,273439.09,64158.17,166323
"2787","0","M",1367834.2,"PROF","26-30",232,14,"SA",207,6,4,2,0,0,0,2,"0",0,833520,67040,0,0,"0",0,0,0,0,0,416760,33520,0,0
"2788","0","F",441613.55,"SAL","26-30",626,29,"SA",45,8,1,0,0,1,0,0,"0",0,0,0,89993,0,"0",0,0,0,0,0,0,0,89993,0
"2789","0","F",893523.05,"SENP","31-35",318,27,"SA",69,7,4,1,0,0,3,0,"1",0,542450,0,0,26864,"0",0,0,0,0,0,542450,0,0,8954.67
"2790","0","M",1411067.26,"SENP","31-35",113,7,"CA",182,29,27,7,3,8,2,7,"0",22400,205800,353330,583354,1646,"0",0,0,0,0,7466.67,29400,50475.71,72919.25,823
"2791","0","M",684867.55,"SELF-EMP","41-45",161,3,"SA",156,10,6,2,1,1,0,2,"0",2200,401170,90930,303729,0,"0",0,0,0,0,2200,200585,45465,303729,0
"2792","0","M",326885.59,"SENP","<25",239,8,"SA",121,10,5,0,1,0,0,4,"0",11600,0,40680,0,0,"0",0,0,0,0,11600,0,10170,0,0
"2793","0","M",155929.24,"SAL","46-50",194,2,"SA",203,5,6,0,1,1,0,4,"0",5300,0,92040,448024,0,"0",0,0,0,0,5300,0,23010,448024,0
"2794","0","M",4299.66,"SAL","26-30",354,18,"SA",130,2,2,1,0,0,0,1,"0",0,171670,0,0,0,"0",0,0,0,0,0,171670,0,0,0
"2795","0","M",889231.94,"SAL",">50",230,5,"SA",129,14,8,4,1,1,0,2,"0",10300,948300,60510,810951,0,"0",0,0,0,0,10300,237075,30255,810951,0
"2796","0","F",107865.41,"PROF","36-40",213,16,"SA",186,6,5,1,1,1,0,2,"1",13500,207600,11640,586401,0,"0",0,0,0,0,13500,207600,5820,586401,0
"2797","0","M",740461.06,"SAL",">50",239,12,"SA",50,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2798","0","M",512741.56,"SENP","<25",279,23,"CA",181,28,4,2,0,1,1,0,"1",0,304370,0,179077,63100,"0",0,0,0,0,0,152185,0,179077,63100
"2799","0","F",1332174.22,"PROF","41-45",174,8,"SA",34,11,6,0,1,1,0,4,"0",7300,0,56030,794267,0,"0",0,0,0,0,7300,0,14007.5,794267,0
"2800","0","M",4851.48,"SAL",">50",167,17,"CA",221,11,13,2,1,4,1,5,"1",13900,605190,613200,412634,106129,"0",0,0,1,0,13900,302595,122640,103158.5,106129
"2801","0","M",45376.7,"PROF",">50",932,1,"CA",149,30,28,7,3,8,2,8,"0",52400,14860,86790,862761,39487,"0",0,0,0,0,17466.67,2122.86,10848.75,107845.12,19743.5
"2802","1","O",298047.77,"SAL","36-40",473,21,"CA",48,50,1,1,0,0,0,0,"0",0,83610,0,0,0,"0",0,0,0,0,0,83610,0,0,0
"2803","1","M",228168.57,"SENP",">50",809,4,"SA",115,14,6,0,1,1,0,4,"0",16300,0,50500,127670,0,"1",0,0,0,1,16300,0,12625,127670,0
"2804","0","M",253414.97,"PROF","31-35",204,29,"SA",99,11,1,1,0,0,0,0,"1",0,571090,0,0,0,"0",0,0,0,0,0,571090,0,0,0
"2805","0","M",162879.72,"SAL",">50",149,13,"CA",98,28,26,0,3,8,2,13,"0",15200,0,2969800,643590,139099,"0",0,0,0,0,5066.67,0,228446.15,80448.75,69549.5
"2806","0","M",1035170.44,"SELF-EMP",">50",446,18,"SA",205,16,15,7,2,4,1,1,"1",17100,480220,50200,104871,138494,"0",0,0,0,0,8550,68602.86,50200,26217.75,138494
"2807","0","M",18769.97,"SAL","46-50",301,25,"SA",187,11,3,2,0,0,0,1,"0",0,978230,64750,0,0,"0",0,0,0,0,0,489115,64750,0,0
"2808","0","M",390019.15,"SENP","36-40",326,8,"SA",157,5,6,2,1,1,0,2,"1",12100,203400,12570,189835,0,"0",0,0,0,0,12100,101700,6285,189835,0
"2809","0","F",2673439.73,"SENP",">50",150,7,"SA",82,6,4,1,0,0,0,3,"0",0,867060,46200,0,0,"0",0,0,0,0,0,867060,15400,0,0
"2810","0","M",158867.5,"PROF","26-30",952,4,"CA",150,37,15,6,2,4,1,2,"0",8300,126730,42470,614657,88926,"0",0,0,0,0,4150,21121.67,21235,153664.25,88926
"2811","0","M",200939.72,"SENP","<25",361,11,"SA",67,16,15,3,2,4,1,5,"0",33800,643860,77930,389804,163400,"0",0,0,0,0,16900,214620,15586,97451,163400
"2812","0","M",2061446.2,"SAL","26-30",232,12,"SA",199,6,5,1,1,1,0,2,"0",10800,965410,41490,863253,0,"0",0,0,0,0,10800,965410,20745,863253,0
"2813","0","M",42263.35,"PROF",">50",318,12,"CA",162,58,23,4,3,7,1,8,"0",53900,247770,14240,709826,99045,"0",0,0,0,0,17966.67,61942.5,1780,101403.71,99045
"2814","0","F",761919.48,"SENP","36-40",443,9,"CA",110,26,24,12,3,7,1,1,"0",19300,743600,95480,275613,131833,"1",0,0,1,0,6433.33,61966.67,95480,39373.29,131833
"2815","0","M",191514.96,"SAL","46-50",311,16,"SA",168,6,5,0,1,0,0,4,"0",14900,0,36820,0,0,"0",0,0,0,0,14900,0,9205,0,0
"2816","0","M",125817.07,"SAL","41-45",109,27,"SA",102,5,2,2,0,0,0,0,"1",0,541630,0,0,0,"0",0,0,0,0,0,270815,0,0,0
"2817","0","M",72980.61,"SAL","31-35",309,19,"SA",209,14,7,1,1,1,0,4,"0",15700,219840,95230,834094,0,"0",0,0,0,0,15700,219840,23807.5,834094,0
"2818","0","M",3383.75,"SELF-EMP","26-30",776,30,"SA",146,7,3,0,1,2,0,0,"0",13100,0,0,973557,0,"0",0,0,0,0,13100,0,0,486778.5,0
"2819","1","F",370861.77,"SELF-EMP","26-30",226,19,"SA",30,13,7,1,1,1,0,4,"0",15400,260500,41480,628640,0,"0",0,0,0,0,15400,260500,10370,628640,0
"2820","0","M",530675.74,"SAL","26-30",302,18,"CA",53,31,18,9,2,0,1,6,"1",24100,736110,974820,0,45878,"0",0,0,0,0,12050,81790,162470,0,45878
"2821","0","F",135036.52,"SELF-EMP","<25",587,12,"SA",111,5,4,1,0,0,0,3,"0",0,413540,17340,0,0,"0",0,0,0,0,0,413540,5780,0,0
"2822","0","M",23594.25,"SAL","31-35",632,7,"SA",81,5,6,1,1,0,0,4,"0",2700,938880,58600,0,0,"0",0,0,0,0,2700,938880,14650,0,0
"2823","0","M",18523.84,"SELF-EMP","41-45",325,3,"SA",149,10,6,0,1,1,0,4,"0",300,0,86210,768751,0,"0",0,0,0,0,300,0,21552.5,768751,0
"2824","0","F",681166.7,"SAL","36-40",245,9,"CA",70,42,17,4,2,0,1,10,"0",22700,978690,385490,0,128015,"0",0,0,0,0,11350,244672.5,38549,0,128015
"2825","0","M",1428677.56,"SENP","36-40",164,13,"SA",87,7,5,1,1,1,0,2,"0",14600,223960,42530,44753,0,"0",0,0,0,0,14600,223960,21265,44753,0
"2826","0","M",143856.13,"SELF-EMP","31-35",175,12,"SA",71,4,5,1,1,1,0,2,"1",5700,104620,63790,289566,0,"0",0,0,0,0,5700,104620,31895,289566,0
"2827","0","M",339954.45,"PROF","41-45",664,16,"SA",144,11,5,2,1,1,0,1,"1",7200,519730,0,644509,0,"0",0,0,0,0,7200,259865,0,644509,0
"2828","0","F",518086.03,"SENP","<25",228,31,"CA",88,24,4,2,2,0,0,0,"0",18300,386160,0,0,0,"0",0,0,0,0,9150,193080,0,0,0
"2829","0","F",2200128.51,"SENP","36-40",755,17,"SA",170,6,5,2,1,1,0,1,"1",14600,901550,0,541213,0,"0",0,0,0,0,14600,450775,0,541213,0
"2830","0","M",1948919.12,"SAL",">50",657,10,"SA",88,16,15,2,2,4,1,6,"1",46100,389070,408460,572519,163506,"1",0,0,0,1,23050,194535,68076.67,143129.75,163506
"2831","0","M",880615.63,"SELF-EMP","<25",440,9,"SA",67,5,4,2,0,0,0,2,"0",0,195950,15780,0,0,"0",0,0,0,0,0,97975,7890,0,0
"2832","0","F",23756.55,"SENP","26-30",219,23,"SA",31,12,1,0,1,0,0,0,"0",16300,0,0,0,0,"1",0,0,0,0,16300,0,0,0,0
"2833","0","M",65931.89,"SELF-EMP","41-45",533,21,"SA",116,0,1,1,0,0,0,0,"0",0,601130,0,0,0,"0",0,0,0,0,0,601130,0,0,0
"2834","0","F",159277.92,"SAL",">50",819,9,"CA",192,48,19,8,2,6,1,2,"0",14600,411840,15800,276772,116141,"0",0,0,0,0,7300,51480,7900,46128.67,116141
"2835","0","F",63805.93,"SENP","41-45",253,4,"SA",49,3,2,1,0,0,0,1,"0",0,875750,0,0,0,"0",0,0,0,0,0,875750,0,0,0
"2836","0","M",168953.13,"SENP","31-35",883,31,"SA",209,12,4,3,1,0,0,0,"1",6400,76630,0,0,0,"0",0,0,0,0,6400,25543.33,0,0,0
"2837","0","M",1084557.71,"SAL","31-35",218,1,"SA",34,12,6,1,1,0,0,4,"1",19800,95310,52720,0,0,"0",0,0,0,0,19800,95310,13180,0,0
"2838","1","M",172948.98,"SENP",">50",318,7,"SA",31,2,4,0,2,0,0,2,"0",0,0,81150,0,0,"0",0,0,0,0,0,0,40575,0,0
"2839","0","M",126801.22,"SAL","36-40",487,28,"SA",104,7,3,1,0,1,0,1,"0",0,162810,97160,20607,0,"0",0,0,0,0,0,162810,97160,20607,0
"2840","0","M",175699.08,"PROF","26-30",445,31,"SA",62,16,1,1,0,0,0,0,"0",0,228160,0,0,0,"0",0,0,0,0,0,228160,0,0,0
"2841","0","F",6329.68,"PROF","41-45",842,1,"SA",60,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"2842","0","F",428472.25,"SENP","<25",143,4,"SA",175,10,5,0,1,0,0,4,"1",10400,0,79580,0,0,"1",0,0,0,1,10400,0,19895,0,0
"2843","0","F",2390118.31,"SAL","36-40",237,26,"SA",29,20,1,1,0,0,0,0,"1",0,198670,0,0,0,"0",0,0,0,0,0,198670,0,0,0
"2844","1","F",433097.87,"PROF","41-45",378,1,"SA",50,13,7,4,1,1,0,1,"0",13500,84950,0,490186,0,"0",0,0,0,0,13500,21237.5,0,490186,0
"2845","1","M",10793.72,"SELF-EMP","31-35",684,1,"SA",127,10,5,1,1,1,0,2,"0",18500,360480,37490,23886,0,"0",0,0,0,0,18500,360480,18745,23886,0
"2846","1","F",44640.25,"PROF","46-50",119,17,"CA",123,19,4,0,1,1,0,2,"0",2300,0,90670,34052,0,"0",0,0,0,0,2300,0,45335,34052,0
"2847","0","M",14833.45,"SELF-EMP",">50",776,14,"SA",156,8,5,2,1,1,0,1,"1",10600,67500,0,551975,0,"1",0,0,0,0,10600,33750,0,551975,0
"2848","0","F",54142.95,"SELF-EMP","36-40",754,18,"SA",215,10,5,2,1,1,0,1,"0",16100,402930,0,854503,0,"0",0,0,0,1,16100,201465,0,854503,0
"2849","0","M",2382897.1,"PROF","26-30",191,31,"CA",206,43,2,1,0,1,0,0,"0",0,234120,0,306300,0,"0",0,0,0,0,0,234120,0,306300,0
"2850","0","M",59345.79,"PROF","36-40",547,17,"SA",39,10,5,2,1,1,0,1,"1",19100,143410,0,111345,0,"1",0,0,0,0,19100,71705,0,111345,0
"2851","1","F",2586.25,"SELF-EMP","46-50",537,12,"SA",123,14,8,2,1,1,0,4,"0",2100,358390,19960,530788,0,"0",0,0,0,0,2100,179195,4990,530788,0
"2852","0","M",420138.47,"SELF-EMP","31-35",260,5,"CA",65,30,28,0,3,8,2,15,"0",54900,0,3108320,830154,53943,"0",0,0,0,0,18300,0,207221.33,103769.25,26971.5
"2853","0","F",1630114.33,"SENP","41-45",525,23,"SA",100,6,1,0,0,0,0,1,"0",0,0,96380,0,0,"0",0,0,0,0,0,0,96380,0,0
"2854","0","M",281796.97,"PROF","26-30",142,7,"SA",138,11,7,4,1,1,0,1,"0",8000,901540,0,738056,0,"0",0,0,0,0,8000,225385,0,738056,0
"2855","1","M",29339.5,"SAL","31-35",259,6,"CA",216,9,9,2,1,0,1,5,"0",6200,878040,63000,0,142868,"0",0,0,0,0,6200,439020,12600,0,142868
"2856","0","F",53156.83,"SENP","41-45",384,25,"SA",141,4,1,0,0,1,0,0,"0",0,0,0,382150,0,"0",0,0,0,0,0,0,0,382150,0
"2857","0","M",742925.12,"SAL","<25",748,1,"SA",203,14,7,1,1,1,0,4,"0",6100,764340,81170,525706,0,"0",0,0,0,0,6100,764340,20292.5,525706,0
"2858","0","M",112447.48,"PROF","46-50",129,12,"SA",177,16,15,7,2,4,1,1,"0",39700,616640,35620,609091,194756,"0",0,0,0,0,19850,88091.43,35620,152272.75,194756
"2859","0","F",54072.71,"PROF","46-50",289,8,"SA",171,12,6,3,1,1,0,1,"0",11800,533370,0,142124,0,"0",0,0,0,0,11800,177790,0,142124,0
"2860","1","F",7633.73,"SELF-EMP","46-50",683,13,"SA",141,13,7,3,1,1,0,2,"1",18300,783310,87340,730974,0,"0",0,0,0,0,18300,261103.33,43670,730974,0
"2861","0","M",53268.68,"SENP","26-30",955,22,"SA",138,8,2,1,1,0,0,0,"0",10500,271830,0,0,0,"0",0,0,0,0,10500,271830,0,0,0
"2862","1","M",575795.93,"PROF","41-45",204,25,"CA",63,52,2,1,1,0,0,0,"0",10400,277690,0,0,0,"0",0,0,0,0,10400,277690,0,0,0
"2863","0","M",1964279.39,"SENP","26-30",198,26,"SA",67,4,1,0,1,0,0,0,"0",5100,0,0,0,0,"0",0,0,0,0,5100,0,0,0,0
"2864","0","F",25481.63,"SENP","<25",283,1,"SA",198,2,2,0,0,0,0,2,"1",0,0,92050,0,0,"0",0,0,0,0,0,0,46025,0,0
"2865","0","F",998758.03,"SELF-EMP","26-30",226,7,"SA",86,12,6,2,1,1,0,2,"0",10400,318070,17170,90830,0,"0",0,0,0,0,10400,159035,8585,90830,0
